film_id,title,wikidata_uri,subject,predicate,object,sentence,extraction_method
Q125390775,Beast of Two Worlds,http://www.wikidata.org/entity/Q125390775,Eniola Ajao,star,Odunlade Adekola,"The film stars Eniola Ajao, Odunlade Adekola, Sola Sobowale, Femi Adebayo, Lateef Adedimeji, Fathia Balogun, Bimbo Akintola, Olayode Juliana and others.",root_verb_fallback
Q125390775,Beast of Two Worlds,http://www.wikidata.org/entity/Q125390775,Ajao,produce,Anthill Studios,"The film which is Ajao's debut cinema production, was produced in collaboration with Anthill Studios, owned by Niyi Akinmolayan.",root_verb_fallback
Q125390775,Beast of Two Worlds,http://www.wikidata.org/entity/Q125390775,Ajakaju,release,Friday,"Beast of Two Worlds (Ajakaju) was released in Nigerian cinemas on Friday, 29 March 2024.",root_verb_fallback
Q135558996,"Beat Ronaldo, Win $1,000,000",http://www.wikidata.org/entity/Q135558996,Cristiano Ronaldo,feature,Tom Brady,"The video features top-tier athletes—including Cristiano Ronaldo, Tom Brady, Noah Lyles, Bryce Harper, and Bryson DeChambeau—competing against fans in sports-based contests for cash prizes and exposure.",root_verb_fallback
Q118567428,Beating Hearts,http://www.wikidata.org/entity/Q118567428,Adèle Exarchopoulos,star,François Civil,It stars Adèle Exarchopoulos and François Civil.,root_verb_fallback
Q118567428,Beating Hearts,http://www.wikidata.org/entity/Q118567428,Mallory Wanecque,include,Malik Frikah,"The ensemble cast includes Mallory Wanecque, Malik Frikah, Alain Chabat, Benoît Poelvoorde, Vincent Lacoste, Jean-Pascal Zadi, Élodie Bouchez, Karim Leklou, Raphaël Quenard and Anthony Bajon.",root_verb_fallback
Q131226671,Beatles '64,http://www.wikidata.org/entity/Q131226671,Disney+,release,29 November 2024,It was released on Disney+ on 29 November 2024.,root_verb_fallback
Q128738602,Beautiful Audrey,http://www.wikidata.org/entity/Q128738602,Kim Jung-nan,star,Park Ji-hoon,"It stars Kim Jung-nan, Park Ji-hoon and Kim Bo-young.",root_verb_fallback
Q130284192,"Beautiful Evening, Beautiful Day",http://www.wikidata.org/entity/Q130284192,Emir Hadžihafizbegović,star,Elmir Krivalić,"It stars Emir Hadžihafizbegović, Elmir Krivalić, Dado Ćosić, Slaven Došlo, and Đorđe Galić.",root_verb_fallback
Q124544558,Beautiful Rebel,http://www.wikidata.org/entity/Q124544558,Netflix,release,2 May 2024,It was released on Netflix on 2 May 2024.,root_verb_fallback
Q124257974,Beautiful Wedding,http://www.wikidata.org/entity/Q124257974,Jamie McGuire's,base,2013,"It is based on Jamie McGuire's 2013 novel A Beautiful Wedding, and serves as the sequel to Beautiful Disaster (2023).",root_verb_fallback
Q130355853,Because I Love Bad Weather,http://www.wikidata.org/entity/Q130355853,Starring Neda Spasova,star,Vladimir Mihaylov,"Starring Neda Spasova and Vladimir Mihaylov accompanied by Boryana Puncheva, Eleni Dekidis, Ivan Barnev and Veselin Rankov.",root_verb_fallback
Q112865900,Beetlejuice Beetlejuice,http://www.wikidata.org/entity/Q112865900,Beetlejuice,star,1988,"The sequel to Beetlejuice (1988), the film stars Michael Keaton, Winona Ryder and Catherine O'Hara reprising their roles alongside new cast members Justin Theroux, Monica Bellucci, Jenna Ortega and Willem Dafoe.",root_verb_fallback
Q112865900,Beetlejuice Beetlejuice,http://www.wikidata.org/entity/Q112865900,more than three decades,follow,Lydia Deetz,"Set more than three decades after the first film, it follows Lydia Deetz, now a mother, struggling to keep her family together in the wake of a loss as Beetlejuice returns to haunt her.",root_verb_fallback
Q124364759,Before Marriage,http://www.wikidata.org/entity/Q124364759,Naveena Reddy,star,Naga Mahesh,The film stars Naveena Reddy and Naga Mahesh in the lead roles with Sunitha Manohar and B.Supriya portraying supporting roles.,root_verb_fallback
Q130416903,Behuli from Meghauli,http://www.wikidata.org/entity/Q130416903,Nischal Basnet,produce,Swastima Khadka,The film is produced by Nischal Basnet and Swastima Khadka under the banner of Black Horse Pictures and Meghauli Films.,root_verb_fallback
Q130416903,Behuli from Meghauli,http://www.wikidata.org/entity/Q130416903,Nischal Basnet,star,Swastima Khadka,"The film stars the producer duo, Nischal Basnet and Swastima Khadka in lead roles alongside Basundhara Bhusal, Bijay Baral, Rakshya Thapa, Simran Khadka as supporting cast.",root_verb_fallback
Q126289618,La bandera,http://www.wikidata.org/entity/Q126289618,Imanol Arias,star,Fernández,"It stars Imanol Arias, Ana Fernández, Miquel Fernández, and Aitor Luna.",root_verb_fallback
Q124663486,The Balconettes,http://www.wikidata.org/entity/Q124663486,Souheila Yacoub,follow,France,"The film, which co-stars Souheila Yacoub and Sanda Codreanu, follows three young women during a heatwave in the south of France.",root_verb_fallback
Q128598837,The Battle of Saint-Léonard,http://www.wikidata.org/entity/Q128598837,the late 1960s,profile,Saint-Léonard,"The film profiles the late 1960s political controversy in Saint-Léonard, Quebec, when Italian Canadians and pure laine francophone Quebecers found themselves in deep conflict over education reform proposals that would have eliminated bilingual Roman Catholic schools and provided all Catholic education exclusively in French.",root_verb_fallback
Q125400786,The Beach Boys (film),http://www.wikidata.org/entity/Q125400786,Brian Wilson,examine,Mike Love,"Featuring interviews from band members Brian Wilson, Mike Love, Al Jardine, David Marks and Bruce Johnston, as well as archival footage of Carl Wilson and Dennis Wilson, the film examines the band's history beginning with their formation up until the mid-1970s.",root_verb_fallback
Q125400786,The Beach Boys (film),http://www.wikidata.org/entity/Q125400786,Janelle Monáe,feature,Lindsey Buckingham,"The film also features appearances from Janelle Monáe, Lindsey Buckingham, Ryan Tedder and Don Was.",root_verb_fallback
Q126734843,The Beast Within (2024 film),http://www.wikidata.org/entity/Q126734843,Kit Harington,star,Ashleigh Cummings,"The film stars Kit Harington, Ashleigh Cummings, James Cosmo, and Caoilinn Springall.",root_verb_fallback
Q115766625,The Beekeeper (2024 film),http://www.wikidata.org/entity/Q115766625,Jason Statham,star,Emmy Raver-Lampman,"It stars Jason Statham, Emmy Raver-Lampman, Josh Hutcherson, Bobby Naderi, Minnie Driver, Phylicia Rashad, and Jeremy Irons.",root_verb_fallback
Q124733934,Being Blanche Houellebecq,http://www.wikidata.org/entity/Q124733934,Blanche Gardin,star,Michel Houellebecq,It stars Blanche Gardin and Michel Houellebecq and revolves around a Houellebecq look-alike contest held in Guadeloupe.,root_verb_fallback
Q125665892,Being Maria,http://www.wikidata.org/entity/Q125665892,Anamaria Vartolomei,star,Céleste Brunnquell,"It stars Anamaria Vartolomei in the title role, with Céleste Brunnquell, Giuseppe Maggio, Yvan Attal, Marie Gillain, Jonathan Couzinié and Matt Dillon in supporting roles.",root_verb_fallback
Q134475036,Beloved Tropic,http://www.wikidata.org/entity/Q134475036,García,follow,Jenny Navarrete,"Starring Paulina García and Jenny Navarrete, it follows the relationship between an upper-class woman with dementia and her immigrant caregiver.",root_verb_fallback
Q125491234,Bengal 1947,http://www.wikidata.org/entity/Q125491234,Devoleena Bhattacharjee,feature,Aditya Lakhia,"The film features Devoleena Bhattacharjee, Aditya Lakhia, Sohaila Kapur, and Ankur Armam as lead characters.",root_verb_fallback
Q106261265,Better Man (film),http://www.wikidata.org/entity/Q106261265,Robbie Williams,base,Williams,"It is based on the life of the English singer Robbie Williams and stars Williams, Jonno Davies, Steve Pemberton and Alison Steadman, and is a co-production between Australia, China, France, the United Kingdom and the United States.",root_verb_fallback
Q130296632,Between Us (2024 film),http://www.wikidata.org/entity/Q130296632,Alessandra Fuller,accompany,Diego Domínguez,"Starring Alessandra Fuller and Diego Domínguez accompanied by Miguel Iza, Adrián Pedraja, Rosalinda Galán and Alfons Nieto.",root_verb_fallback
Q123690367,Between the Temples,http://www.wikidata.org/entity/Q123690367,Jason Schwartzman,star,Carol Kane,"The film stars Jason Schwartzman, Carol Kane, Caroline Aaron, Robert Smigel, Madeline Weinstein, Matthew Shear, and Dolly de Leon.",root_verb_fallback
Q123823199,Betânia,http://www.wikidata.org/entity/Q123823199,Diana Mattos,revolve,Betânia 65,"The film, starring Diana Mattos, revolves around Betânia 65, a stalwart family matriarch, who is on a turbulent ride on the ever-shifting sands of time.",root_verb_fallback
Q113650759,Beverly Hills Cop: Axel F,http://www.wikidata.org/entity/Q113650759,Eddie Murphy,reprise,Reinhold,"Eddie Murphy, Judge Reinhold, John Ashton, Paul Reiser, and Bronson Pinchot reprise their roles from previous films in the franchise, while Joseph Gordon-Levitt, Taylour Paige, and Kevin Bacon star in new roles.",root_verb_fallback
Q113650759,Beverly Hills Cop: Axel F,http://www.wikidata.org/entity/Q113650759,Ashton,die,two months,The film was Ashton's final role; he died two months following its release.,root_verb_fallback
Q130473708,Bhairadevi,http://www.wikidata.org/entity/Q130473708,Radhika,feature,Ramesh Aravind,"Besides Radhika in dual roles, the film features Ramesh Aravind, Anu Prabhakar, Skanda Ashok, P. Ravishankar and Rangayana Raghu in lead supporting roles.",root_verb_fallback
Q125573172,Bhairathi Ranagal,http://www.wikidata.org/entity/Q125573172,2017,star,Mufti,"A prequel to the 2017 film Mufti, it stars Shiva Rajkumar, alongside Rahul Bose, Rukmini Vasanth, Devaraj, Chaya Singh, Madhu Guruswamy, Shabeer Kallarakkal and Babu Hirannaiah.",root_verb_fallback
Q125573172,Bhairathi Ranagal,http://www.wikidata.org/entity/Q125573172,Ravi Basrur,compose,Naveen Kumar,"The music was composed by Ravi Basrur, while the cinematography and editing were composed by Naveen Kumar and Akash Hiremath respectively.",root_verb_fallback
Q125026831,Bhaiyya Ji,http://www.wikidata.org/entity/Q125026831,Manoj Bajpayee,star,Karki,"It stars Manoj Bajpayee in the titular role, reuniting with Karki after the legal drama Sirf Ek Bandaa Kaafi Hai (2023).",root_verb_fallback
Q126468405,Bhaje Vaayu Vegam,http://www.wikidata.org/entity/Q126468405,Kartikeya Gummakonda,feature,Rahul Haridas,"The film features Kartikeya Gummakonda and Rahul Haridas, alongside Iswarya Menon, Tanikella Bharani, P. Ravi Shankar and Sharath Lohithaswa.",root_verb_fallback
Q126468405,Bhaje Vaayu Vegam,http://www.wikidata.org/entity/Q126468405,Radhan,compose,Kapil Kumar,"The soundtrack and musical score were composed by Radhan and Kapil Kumar, while cinematography and editing were handled by R. D. Rajasekhar and Satya Giduturi, respectively.",root_verb_fallback
Q124323601,Bhakshak,http://www.wikidata.org/entity/Q124323601,Gauri Khan,direct,Gaurav Verma,"It is directed by Pulkit and produced by Gauri Khan and Gaurav Verma under banner Red Chillies Entertainment, the film stars Bhumi Pednekar, Sanjay Mishra, Aditya Srivastava and Sai Tamhankar.",root_verb_fallback
Q124323601,Bhakshak,http://www.wikidata.org/entity/Q124323601,Netflix,premier,9 February 2024,It premiered on Netflix on 9 February 2024.,root_verb_fallback
Q131178042,Bhale Unnade,http://www.wikidata.org/entity/Q131178042,Raj Tarun,star,Manisha Kandkur,"It stars Raj Tarun and Manisha Kandkur in the lead roles, with supporting performances by Abhirami, Singeetam Srinivasa Rao, and others.",root_verb_fallback
Q130416897,Bhalle Padharya,http://www.wikidata.org/entity/Q130416897,Bharat Chawda,star,Prem Gadhavi,"It stars Bharat Chawda, Prem Gadhavi Saurabh Rajyaguru and others.",root_verb_fallback
Q130416897,Bhalle Padharya,http://www.wikidata.org/entity/Q130416897,Puja N Madhav,produce,Tanna,"The film is produced by Puja N Madhav and Co Produced by Durgesh Tanna, Garima Nandu & Dev Rao Jadhav.",root_verb_fallback
Q124616226,Bhamakalapam 2,http://www.wikidata.org/entity/Q124616226,Bhamakalapam,feature,2022,"A sequel to Bhamakalapam (2022), the film features Priyamani, Sharanya Pradeep, Raghu Mukherjee, and Seerat Kapoor.",root_verb_fallback
Q130604704,Bharathanatyam (film),http://www.wikidata.org/entity/Q130604704,Saiju Kurup,star,Saikumar,"The film stars Saiju Kurup, Saikumar, Kalaranjini and Sreeja Ravi in the lead roles.",root_verb_fallback
Q136002126,Bharjari Gandu (2024 film),http://www.wikidata.org/entity/Q136002126,Kiran Raj,star,Yasha Shivakumar,The film stars Kiran Raj and Yasha Shivakumar in the lead roles.,root_verb_fallback
Q136002126,Bharjari Gandu (2024 film),http://www.wikidata.org/entity/Q136002126,Gummineni Vijay,compose,Kitty Koushik,The film's music is composed by Gummineni Vijay and cinematography is by Kitty Koushik.,root_verb_fallback
Q125880749,Bharkhama,http://www.wikidata.org/entity/Q125880749,Shravan Sagar,feature,Rajveer Gurjar Bassi,"It features an ensemble cast, including Shravan Sagar, Anjali Raghav, Rajveer Gurjar Bassi, Garima Kapoor, Sahil Chandel and Jitendra Chawdi.",root_verb_fallback
Q117842563,Bheema (2024 film),http://www.wikidata.org/entity/Q117842563,Black Dragon Manju,star,Gili Gili Chandru,"The film stars himself alongside Ashwini, Black Dragon Manju, Gili Gili Chandru, Rangayana Raghu, Achyuth Kumar, Gopal Krishna Deshpande and Ramesh Indira.",root_verb_fallback
Q117842563,Bheema (2024 film),http://www.wikidata.org/entity/Q117842563,Charan Raj,compose,Shiva Sena,"The music was composed by Charan Raj, while the cinematography and editing were handled by Shiva Sena and Deepu S. Kumar.",root_verb_fallback
Q136450433,Bhera (film),http://www.wikidata.org/entity/Q136450433,Sakaav,base,Prasad Khanolkar,It is based on the short story Sakaav by Prasad Khanolkar and is notable for being the first feature film entirely made in the Malvani dialect of Marathi.,root_verb_fallback
Q124304409,Bhimaa,http://www.wikidata.org/entity/Q124304409,Priya Bhavani Shankar,star,Malvika Sharma,"It stars Gopichand in a dual role as identical twin brothers along with Priya Bhavani Shankar, Malvika Sharma, Nassar, Naresh, Poorna, Vennela Kishore, Raghu Babu, Mukesh Tiwari, Chammak Chandra, Niharika Konidela and Rohini.",root_verb_fallback
Q124304409,Bhimaa,http://www.wikidata.org/entity/Q124304409,Ravi Basrur,compose,Swamy J. Gowda,The music was composed by Ravi Basrur with cinematography by Swamy J. Gowda and editing by Tammiraju.,root_verb_fallback
Q126954881,Bhool Bhulaiyaa 3,http://www.wikidata.org/entity/Q126954881,Bhool Bhulaiyaa,serve,2007,It serves as the third installment of the eponymous franchise after Bhool Bhulaiyaa (2007) and Bhool Bhulaiyaa 2 (2022).,root_verb_fallback
Q126954881,Bhool Bhulaiyaa 3,http://www.wikidata.org/entity/Q126954881,Kartik Aaryan,star,Vidya Balan,"It stars Kartik Aaryan, Vidya Balan, Madhuri Dixit and Triptii Dimri, and is set in Kolkata.",root_verb_fallback
Q133809684,Bibi's Dog Is Dead,http://www.wikidata.org/entity/Q133809684,Bryn McAuley,star,Bibi,"It stars Bryn McAuley as Bibi, a woman struggling with whether or not to call her ex-boyfriend Adam after her dog dies.",root_verb_fallback
Q131601586,Bibii,http://www.wikidata.org/entity/Q131601586,Mohamed Ali,star,Aishath Fuwad,"Co-produced by Mohamed Ali and Aishath Fuwad under Dark Rain Entertainment, the film stars Sharaf Abdulla, Mariyam Majudha, Sheela Najeeb, Ahmed Saeed, Aman Ali and Abdullah Shafiu Ibrahim in pivotal roles.",root_verb_fallback
Q125750419,Big City Greens the Movie: Spacecation,http://www.wikidata.org/entity/Q125750419,Anna O'Brian,direct,Lacey Dyer,"The film was directed by Anna O'Brian and written by Lacey Dyer, Julia Layton, Mike Yank, and Shane and Chris Houghton.",root_verb_fallback
Q125750419,Big City Greens the Movie: Spacecation,http://www.wikidata.org/entity/Q125750419,Chris Houghton,star,Marieve Herington,"It stars the voices of series regulars Chris Houghton, Marieve Herington, Bob Joles, Artemis Pebdani, Wendi McLendon-Covey, and Anna Akana, along with Cheri Oteri and Renée Elise Goldsberry.",root_verb_fallback
Q125750419,Big City Greens the Movie: Spacecation,http://www.wikidata.org/entity/Q125750419,Cricket Green,thrust,Bill,"In the film, Cricket Green thrusts himself and his family into an experimental farming mission in space that soon devolves into chaos, while his ideas test his relationship with his father, Bill.",root_verb_fallback
Q126889447,Bikechess,http://www.wikidata.org/entity/Q126889447,9 June 2024,have,Best International Narrative Feature,"The French-Kazakh-Norwegian co-production had its world premiere at the Tribeca Festival on 9 June 2024, where the film won Best International Narrative Feature.",root_verb_fallback
Q124853379,Billy Preston: That's the Way God Planned It,http://www.wikidata.org/entity/Q124853379,Billy Preston,document,his early years,"It documents the life of keyboardist, singer and songwriter Billy Preston, from his early years as a child prodigy to his death in 2006.",root_verb_fallback
Q130362806,Binny and Family,http://www.wikidata.org/entity/Q130362806,Balaji Telefilms,present,Mahaveer Jain,The film is presented by Balaji Telefilms and Mahaveer Jain in association with Shashank Khaitan and Mrighdeep Singh Lamba.,root_verb_fallback
Q130362806,Binny and Family,http://www.wikidata.org/entity/Q130362806,Anjini Dhawan,star,Pankaj Kapur,"It stars Anjini Dhawan, Pankaj Kapur, Rajesh Kumar, Himani Shivpuri, Charu Shankar and Naman Tripathy.",root_verb_fallback
Q131289297,The Beldham (film),http://www.wikidata.org/entity/Q131289297,Patricia Heaton,star,Katie Parker,"The film stars Patricia Heaton, Katie Parker, Emma Fitzpatrick and Corbin Bernsen.",root_verb_fallback
Q131289297,The Beldham (film),http://www.wikidata.org/entity/Q131289297,the United Kingdom,release,Ireland,"Signature Entertainment released the film on video on demand in the United Kingdom, Ireland and Latin America on October 20, 2025.",root_verb_fallback
Q131289297,The Beldham (film),http://www.wikidata.org/entity/Q131289297,Quiver Distribution,release,the United States,"The film was released by Quiver Distribution in the United States on November 7, 2025.",root_verb_fallback
Q125830099,The Belle from Gaza,http://www.wikidata.org/entity/Q125830099,Zauberman,follow,Tel Aviv,The film follows Zauberman's pursuit of a trans woman who traveled on foot to Tel Aviv from Gaza.,root_verb_fallback
Q123597250,The Best Christmas Pageant Ever (film),http://www.wikidata.org/entity/Q123597250,Starring Judy Greer,star,Pete Holmes,"Starring Judy Greer, Pete Holmes, Molly Belle Wright, and Lauren Graham, the plot centers around the Herdmans, a group of juvenile delinquent siblings who have unexpectedly found themselves starring in their small town's Christmas pageant.",root_verb_fallback
Q130266010,The Bibi Files,http://www.wikidata.org/entity/Q130266010,2024,screen,Doc NYC,"It was screened as a work-in-progress film at the 2024 Toronto International Film Festival, and had its official world premiere at Doc NYC on November 14, 2024.",root_verb_fallback
Q130266010,The Bibi Files,http://www.wikidata.org/entity/Q130266010,the United States,release,"December 11, 2024","It was later released on direct-to-consumer film platform Jolt in the United States on December 11, 2024.",root_verb_fallback
Q125635770,Birth (2024 film),http://www.wikidata.org/entity/Q125635770,Sofía Milán,star,María Vázquez,It stars Sofía Milán alongside María Vázquez.,root_verb_fallback
Q119439912,Birthmark (film),http://www.wikidata.org/entity/Q119439912,Shabeer Kallarakkal,star,Mirnaa,The film stars Shabeer Kallarakkal and Mirnaa in the lead roles.,root_verb_fallback
Q119439912,Birthmark (film),http://www.wikidata.org/entity/Q119439912,Vikram Shreedharan,produce,Sriram Sivaraman,The film was produced by Vikram Shreedharan and Sriram Sivaraman under the banners of Sapiens Entertainment.,root_verb_fallback
Q127222124,Bisi-Bisi Ice-Cream,http://www.wikidata.org/entity/Q127222124,Akshara Bharadwaj,produce,Boiled Beans Pictures,"Produced by Akshara Bharadwaj under Boiled Beans Pictures, and starring Aravind Iyer, Siri Ravikumar and Gopalakrishna Deshpande.",root_verb_fallback
Q134184090,Bitter Gold,http://www.wikidata.org/entity/Q134184090,Francisco Melo,star,Katalina Sánchez,The film stars Francisco Melo and Katalina Sánchez as a gold miner and his teenage daughter who defend an illegal gold mine from other miners who want to steal from them.,root_verb_fallback
Q130367880,Black (2024 film),http://www.wikidata.org/entity/Q130367880,Priya Bhavani Shankar,star,Vivek Prasanna,"The film stars Jiiva and Priya Bhavani Shankar in the lead roles, alongside Vivek Prasanna, Yog Japee and Swayam Siddha.",root_verb_fallback
Q130367880,Black (2024 film),http://www.wikidata.org/entity/Q130367880,Vasanth,follow,Aranya,The film follows newlyweds Vasanth and Aranya who goes on a vacation but realize they are stuck in a worm hole which changes timeline each time they pass it.,root_verb_fallback
Q126074918,Black Dog (2024 film),http://www.wikidata.org/entity/Q126074918,the 77th Cannes Film Festival,have,18 May 2024,"The film had its world premiere at the 77th Cannes Film Festival on 18 May 2024, where it won the Un Certain Regard prize.",root_verb_fallback
Q126478688,Blackout (2024 film),http://www.wikidata.org/entity/Q126478688,Vikrant Massey,star,Ruhani Sharma,"It stars Vikrant Massey, Ruhani Sharma, Sunil Grover, Mouni Roy, Jisshu Sengupta, Anant Vijay Joshi, Prasad Oak, Kelly Dorji and others.",root_verb_fallback
Q126478688,Blackout (2024 film),http://www.wikidata.org/entity/Q126478688,7 June 2024,release,JioCinema,"The film was released on 7 June 2024 on JioCinema, to mixed reviews from critics.",root_verb_fallback
Q130248805,Blackwater Lane,http://www.wikidata.org/entity/Q130248805,Minka Kelly,star,Maggie Grace,"The film stars Minka Kelly, Maggie Grace, and Dermot Mulroney.",root_verb_fallback
Q124950084,Blink (2024 Indian film),http://www.wikidata.org/entity/Q124950084,Dheekshith Shetty,star,Chaithra J Achar,The film stars Dheekshith Shetty and Chaithra J Achar in lead roles.,root_verb_fallback
Q124950084,Blink (2024 Indian film),http://www.wikidata.org/entity/Q124950084,Prasanna Kumar MS,compose,Avinaasha Shastry,"The soundtrack and background score were composed by Prasanna Kumar MS, while the cinematography handled by Avinaasha Shastry and editing done by Sanjeev Jagirdar.",root_verb_fallback
Q113012523,Blink Twice,http://www.wikidata.org/entity/Q113012523,Naomi Ackie,star,Channing Tatum,"The film stars Naomi Ackie, Channing Tatum, Christian Slater, Simon Rex, Adria Arjona, Haley Joel Osment, Kyle MacLachlan, Geena Davis, and Alia Shawkat.",root_verb_fallback
Q115616116,Blitz (2024 film),http://www.wikidata.org/entity/Q115616116,Saoirse Ronan,star,Elliott Heffernan,"The film stars Saoirse Ronan and Elliott Heffernan, supported by Harris Dickinson, Benjamin Clementine, Kathy Burke, Paul Weller, and Stephen Graham.",root_verb_fallback
Q125793680,Block Pass,http://www.wikidata.org/entity/Q125793680,Amaury Foucher,star,Jojo,"The film stars Amaury Foucher as Jojo, a teenager living in Longué-Jumelles who is training as a motocross racer, and Sayyid El Alami as Willy, his longtime best friend whose support and loyalty prove critical to Jojo's survival after he is outed to the community as gay.",root_verb_fallback
Q131386935,Blood Star,http://www.wikidata.org/entity/Q131386935,Jacomelli,star,Taylor,"Produced by Jacomelli, Taylor and Zaina Taibi, the film stars John Schwab, Britni Camacho, Sydney Brumfield, Travis Lincoln Cox, Felix Merback, Brandon Brown and Wyomi Reed.",root_verb_fallback
Q131386935,Blood Star,http://www.wikidata.org/entity/Q131386935,Palmdale,follow,California,"Shot in and around Palmdale, California, Blood Star follows a woman's fight for survival against a psychopathic small-town sheriff who exploits his badge to feed his violent impulses.",root_verb_fallback
Q131416415,Blood and Black,http://www.wikidata.org/entity/Q131416415,Sugi Vijay,star,Yanni Jackson,The film stars Sugi Vijay and Yanni Jackson.,root_verb_fallback
Q116951732,Bloodline Killer,http://www.wikidata.org/entity/Q116951732,Bruce Dern,star,Tyrese Gibson,"It stars Bruce Dern, Tyrese Gibson, Shawnee Smith and Taryn Manning.",root_verb_fallback
Q131675170,Bloody Axe Wound,http://www.wikidata.org/entity/Q131675170,Sari Arambulo,star,Molly Brown,"It stars Sari Arambulo, Molly Brown, Billy Burke, and Jeffrey Dean Morgan.",root_verb_fallback
Q131675170,Bloody Axe Wound,http://www.wikidata.org/entity/Q131675170,Abbie Bladecut,follow,Roger Bladecut,The film follows teenager Abbie Bladecut (Arambulo) through her coming of age journey as the daughter of famous serial killer Roger Bladecut (Burke).,root_verb_fallback
Q130629664,Bloody Beggar,http://www.wikidata.org/entity/Q130629664,Kavin,star,Radha Ravi,"The film stars Kavin in the lead role, alongside Radha Ravi, Redin Kingsley, Padam Venu Kumar, Prudhvi Raj, Saleema, Priyadharshini Rajkumar, Sunil Sukhada and T. M. Karthik.",root_verb_fallback
Q127566781,Bloody Ishq,http://www.wikidata.org/entity/Q127566781,Avika Gor,star,Vardhan Puri,The film stars Avika Gor and Vardhan Puri.,root_verb_fallback
Q127566781,Bloody Ishq,http://www.wikidata.org/entity/Q127566781,26 July 2024,premier,Disney+ Hotstar,The film premiered on 26 July 2024 on Disney+ Hotstar.,root_verb_fallback
Q130380851,Blossoms Under Somewhere,http://www.wikidata.org/entity/Q130380851,Marife Yau,explore,Sheena Chan,"Starring Marife Yau and Sheena Chan as a pair of schoolgirls, the film explores their experiences while selling lingerie they have worn online and the unexpected attention they attracted.",root_verb_fallback
Q129598368,Blue Sky Jo,http://www.wikidata.org/entity/Q129598368,Marie-Renée Lavoie's,star,2010,"Adapted from Marie-Renée Lavoie's 2010 novel La petite et le vieux, the film stars Juliette Bharucha as Jo-Hélène, a young girl in the blue-collar Limoilou neighbourhood of Quebec City who befriends her elderly neighbour Roger.",root_verb_fallback
Q123581060,Blue Star (film),http://www.wikidata.org/entity/Q123581060,Ashok Selvan,star,Shanthanu Bhagyaraj,"The film stars Ashok Selvan, Shanthanu Bhagyaraj and Keerthi Pandian, with Prithvi Rajan, Bagavathi Perumal, Elango Kumaravel and Lizzie Antony in supporting roles, and Saju Navodaya in an extended cameo.",root_verb_fallback
Q123581060,Blue Star (film),http://www.wikidata.org/entity/Q123581060,Govind Vasantha,feature,Thamizh A Azhagan,The film features music composed by Govind Vasantha with cinematography by Thamizh A Azhagan and editing by Selva R. K.,root_verb_fallback
Q132888577,Blue Sun Palace,http://www.wikidata.org/entity/Q132888577,Lee Kang-sheng,star,Wu Ke-xi,"It stars Lee Kang-sheng, Wu Ke-xi and Haipeng Xu.",root_verb_fallback
Q128502301,Boat (2024 film),http://www.wikidata.org/entity/Q128502301,Yogi Babu,star,Gouri G. Kishan,"The film stars Yogi Babu, and Gouri G. Kishan with M. S. Bhaskar, Chinni Jayanth, Jesse Fox-Allen, Chaams, Jangiri Madhumitha, Shah Ra, Kulappulli Leela, and Aakshath Das in supporting roles.",root_verb_fallback
Q112341432,Bob Marley: One Love,http://www.wikidata.org/entity/Q112341432,Reinaldo Marcus Green,direct,Terence Winter,"The film is directed by Reinaldo Marcus Green, who co-wrote the screenplay with Terence Winter, Frank E. Flowers, and Zach Baylin.",root_verb_fallback
Q112341432,Bob Marley: One Love,http://www.wikidata.org/entity/Q112341432,Lashana Lynch,star,Rita Marley,It also stars Lashana Lynch as Rita Marley and James Norton as Chris Blackwell.,root_verb_fallback
Q124844804,Bob Trevino Likes It,http://www.wikidata.org/entity/Q124844804,Barbie Ferreira,star,John Leguizamo,It stars Barbie Ferreira and John Leguizamo with supporting roles provided by French Stewart and Rachel Bay Jones.,root_verb_fallback
Q128325683,Bogancloch,http://www.wikidata.org/entity/Q128325683,2011,concern,Jake Williams,"A follow-up to the director's 2011 documentary Two Years at Sea, the film once again concerns the daily life of Jake Williams, a modern day hermit in rural Scotland.",root_verb_fallback
Q130563833,Bogieville,http://www.wikidata.org/entity/Q130563833,Arifin Putra,star,Lovell Anderson,"It stars Arifin Putra, Eloise Lovell Anderson, Sean Cronin and Daniel P. Lewis.",root_verb_fallback
Q130288346,Bohurupi,http://www.wikidata.org/entity/Q130288346,between 1998 and 2005,star,Abir Chatterjee,"Based upon a chain of real life events in the timeline between 1998 and 2005, the film stars Mukherjee himself in the titular role, alongside Abir Chatterjee, Ritabhari Chakraborty and Koushani Mukherjee in the lead roles.",root_verb_fallback
Q130288346,Bohurupi,http://www.wikidata.org/entity/Q130288346,Sumanta Ghoshal,follow,Chatterjee,"It follows a cat and mouse chase between a police officer, Sumanta Ghoshal (Chatterjee), and Bikram Pramanik (Shiboprasad), an ex-accountant-turned-bank dacoit.",root_verb_fallback
Q125663968,Boksi Ko Ghar,http://www.wikidata.org/entity/Q125663968,Bharati,base,Nepali,"It is based on a play written by Bharati himself, that focuses on issue of violence against women based on superstitious systems of witchcraft prevailed in Nepali society.",root_verb_fallback
Q125663968,Boksi Ko Ghar,http://www.wikidata.org/entity/Q125663968,Badri Adhikari,produce,Keki Adhikari Films,The film is produced by Badri Adhikari under the banner of Keki Adhikari Films.,root_verb_fallback
